tweet	label
"@joelxmontoya: I'm dreaming &#128525;&#128525; http://t.co/Y21PyZ5rai" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;	1
@SkinnyBee__ LMAO my bitch was listening to gospel music w. liquor in her hand weaaakkk&#8221;lmfaooooooooo I was crying	1
why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. Thought yall knew dat?&#128564;	1
&amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;	1
Y'all bitches switch a roo niggas &#8221;&#128064;&#128064; who the hell	1
Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper	1
Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga	1
Having 0 bitches really the wave&#8221;shaq you got all the hoes	1
Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu	1
Splash onna bitch Wednesday tomorrow&#8221;	1
@vintage_monroe_ them Damn brownies&#8221;I swear lmao	1
"Mom : Dont call a girl a bitch. That's somebody's daughter,sister,niece...
Me : And somebody's bitch too&#8221;"	1
"White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;"	0
Smh bitches are such haters  How dare they do this to her #blackgirls #jealousy http://t.co/i2nnm1Z1&#8221; YOOO LOOOL	1
Throwing lamps at bitches who need to lighten up.&#8221; True dat	1
Using y = mx + b to measure the slope of that ass girl.&#8221; @mckinley719	1
on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @mckinley719	1
on my way to fuck ur bitch http://t.co/ZUVwCcn0IV&#8221; @mckinley719	1
NotGrimey BobbyBudnic My brother a faggot&#8221;&#8221;smh	1
NotGrimey Dnt blame niggas when a female see ya hoe ass ways. Go listen to some JT Money fruitcake&#8221;	1
Some of y'all bios are trash.&#8221; Mine pretty good	1
"Bout time 
  @JoeBudden: Some of these chicks don&#8217;t want a man, they just want suppo.&#8221; Tell that bitch to get a bra"	1
When the pussy stank http://t.co/D6iRWMInqo&#8221;	1
Remember this bro? &#128514; @BrianLovesAss_ http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;	1
Y'all I found this letter on my car. http://t.co/lu58HimXxS&#8221; Naaah	1
If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;	1
"#Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;

""That white pussy uhhh get ya"""	1
No longer a side bitch @ProSyndicate http://t.co/qWcUNa7vcV&#8221; @Zneezy2Good &#128514;&#128557;	1
Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @VictorSmith90	1
spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221based_shinigami	1
A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that	1
"Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @thatUPSdude&#8221;

And he hate colored folk"	1
"Darkskin Girls Ugly" &#127383;&#127378; http://t.co/DYeAY2t5AA&#8221;flawless ass bitch	1
In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;	0
"It's like when a bitch gotta pretty pussy but it's loose .&#8221;

#witchcraft"	1
http://t.co/adhJnGzVPg&#8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever	1
http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow	1
PrayForJack I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the aboion survival. Cant 4get that	0
FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.	1
My tweets trash&#8221;	1
Tweets_NOchill: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao	1
Ready blow this bitch down &#128293; http://t.co/Y89Oj5Yh9M&#8221;Bring me 3 rellos	1
@what_evaittakes I couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch I said post a busted pic&#128557;	1
My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick	0
1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life	1
dumb beaner&#8221; http://t.co/r0hABEQhSu	1
I try to keep all my bitches on lay away&#8221; same way I feel	1
Trust these bitches ? Nah&#8221;	1
Is it wrong if I get on this bitch and staed talking shit &#128514;?&#8221;yes	1
Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what	1
@what_evaittakes Boney as shit right &#128514;&#8221;I seen em walking down the street Ctfu I was in the crib tho He a lucky nig.	1
I heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; What?? http://t.co/OSjVJZJXCg	1
"@jenny_dalli: @ResiDinero I threw them hoes away" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;	1
@TonyJetsFoo lol haha&#8221; hahahahahahahahahaahah deez nuts bitch	1
Hate driving in the rain. -_-&#8221; you can drive deez nuts in your botch mouth hoe	1
Your opinion is irrelevant because you&#8217;re a cunt.&#8221; @SumoRerun	1
"True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH"	1
Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;	1
When you see the bitch that been talking smack about you in the playground http://t.co/ePdGXMzKSr&#8221;	1
devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;	1
I hate a nosey bitch....&#8221;some more than others	1
i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas&#8221; a Bring dat Friday den	1
If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin	1
I'm finna eat some pussy&#8221; lmao	1
When girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the AX beanieS &#128530;&#8221;I don't let them take it	0
A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;	1
Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out	1
Niggas want pussy. I ain't giving any out. Here is where lies our dilemma.&#8221; That's cool	1
@Woodchuck20 @ravenkiann Hahahaha do it bitch Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;	1
If she buys you a tattoo, wife that girl&#128521;&#128540;&#128527;&#8221; &#128514; this bitch	1
bitches saying ray rice got what he deserved but just a month ago wanted this man free &#128056;&#9749;&#65039; http://t.co/VFN1iS7Wx3&#8221;smh&#128514;&#128514;&#128514;	1
thatkiduriah: bitches be like, messy bun. http://t.co/JfFXnwV1DI&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; &#128072;&#128072;&#128072;&#128553;&#128514;&#128514;&#128553;&#128079;&#128557;	1
When she ask how imma eat her pussy https://t.co/6wVjrC3m1Q&#8221;&#128128;	1
SEM25LIVE Girl you eat mo pussy than me girl you shoulda been a nigga&#8221; that's that jam	1
SEM25LIVE Leave all the bitchin to bitches&#8221;	1
Tats_NSnapbacks: Last night was well.. Fun lmao&#8221; you got some pussy didn't ya Vern&#8221; unfounately no lol	1
Y'all females love y'all a bum nigga or a jail bird..&#8221;	1
you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her	1
@khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger	1
I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College	0
Who else thinks lip biting is fucking sexy?&#8221MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that	1
these the kids that call you nigger on xbox http://t.co/wGvCepONH8&#8221;	1
How I feel when I'm throwing trash away... http://t.co/qQ94N1rD5N&#8221; everyday in school.	0
when he makes u his WCW &amp; his hoes favorite it https://t.co/iND1vON4JH&#8221; &#128520;&#128520;&#128520;&#128514;&#128514;	1
Females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao	1
They game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/rLrnYbfedT&#8221;&#128557;&#128557;	1
It might be  @WarWith1Gun: Some of y'all females pussy wet cause he cried&#8221; smh	1
I say bitch bad, woman good, lady better&#8221; Lupe?	1
Oreos And Milk &#128523;&#8221;	0
@187XO_ maybe cuz your putting trust in a " bitch " not a lady.&#8221; or maybe because this a fucking song	1
@kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE	1
&#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard	1
Nilaja_: Everybody Loves Dej Loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.	1
I live in constant fear of being shit on by a bird&#8221; well this actually fucking happened to me before sooooo. &#128529;	1
I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;	1
Dr gero made android 18 to destroy da world das sum bitch nigga shit I would program a girl android to gimme sum neck 24/7&#8221;	1
KingShelton_: Dumb bitch award goes too .... http://t.co/IubL31QN6Y&#8221; &#128557;&#8221; that's all you Uncle Sam	1
I let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone&#8221;	1
What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;	1
@DJsir_freshley it's almost been 10 yrs. You haven't had ONE gf since, u just been fckn hoes huh.&#8221; http://t.co/9BGr2766k8	1
Your relationship ended, not your life. stop being a whiny bitch&#8221;	1
@codizzlleee @Satisfied_x you fck like a hoe so no thank you . Ima be classy when I do it &#128128;&#8221; &#128128;&#128128;&#128128;&#128128;&#128128;&#128128; bitch I'm dead	1
I hate how some of you bitches come to school musty . Like how tf you walk out your house stank ? Your mama ain't shit&#8221;&#128514;&#128514;	1
Jealous bitches be like ...'&#128514;&#128530;&#127797;.' &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514; don't subtweet me hoe	1
Y'all big braid gelled baby hair havin bitches look like Dashiki from Don't Be a Menace ... This is not up for discussion&#8221;&#128514;	1
"@uce_INA: Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;" but your bihday is in Feb or naa?&#8221; Nope	1
@Treslyon I'm so dead &#128128;&#128128; why you hoe me http://t.co/PYKjhqBP19&#8221; idk I just felt like flaming you lol	1
TropicalBlanket: &#128522; http://t.co/YWj1I0wMa9&#8221; go to sleep bitch&#8221;stfu	1
lars_matthews: Nspan17: I really only like like 3 people in this town, everyone else is a faggot&#8221; me&#8221; me&#8221; me	1
Better not have any bitch ass people in my classes tomorrow&#8221;	1
"@WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes"	1
When you catch your girl doing some hoe shit behind your back https://t.co/V4FZ6RXxWd&#8221;&#128553;&#128514;&#128514;	1
I find myself wanting to google "the yellow king" #TrueDetective&#8221; No kidding What is going on?	0
http://t.co/s0kAVO4D3E them Wet &#128076;&#128166;&#128166;&#8221;say trav see if they got them hoes in Cali I will send you my money	1
This bitch childish af https://t.co/4ZKmOr7sn8&#8221; one of my sisters would've had to crash her &#128514;	1
@NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How sma are you?&#8221; Shut your bitch ass up	1
Fucked your bitch and left her like... http://t.co/x41Q6LUH37&#8221;&#128553;&#128553;&#128514;	1
@JustKarahn @what_iDO yasss when a bitch get paid tho &#128514;&#128514;&#8221; as long as she dnt act crazy	1
Half y'all hoes still got nut in y'all baby hairs , shut up &#128530;&#8221; http://t.co/YyFCNfqZPc	1
Nobody wants to be with a bum&#8221; except bum bitches	1
Ur ex girlfriend is a slut&#8221; fr f dat hoe	1
Ladies If a nigga always wanna go out and pay every weekend . He basically side hoe shopping&#8221;&#128514;	1
Some hoes not gonna let you come over until you spend money on them&#8221;listen	1
What's beef...&#8221; http://t.co/P2lR0nko6o	1
Today was a long practice&#8221; bitch no it wasn't &#128529;	1
"Food &gt; Pussy 

but pussy = Food 

so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO"	1
I swear if I see any snow tomorrow.... http://t.co/uesygaQLhx&#8221; bruhh you sound like a basic white bitch	1
"Typical hoe costumes:
1. Cat
2. Nurse
3. Bunny
4. Police officer
5. Themselves&#8221;&#128129;"	1
Uh excuse me bitch, you don't need to shout.&#8221; @LauraSimpson19 @jdjohnson7	1
Red Neck Ice Bucket Challenge &#128514; https://t.co/cAgp3nIofd&#8221; he must be from the SIP. #redneck	1
VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas	1
I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation	1
Miss you @Ex&#8221; pussy	1
I smoke like 20 backwoods a day&#8221; cop dem bitches by da box woe http://t.co/lDr5s3kpng	1
Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta	0
@savanigga already going http://t.co/41fpnfeovb&#8221; how I look at side hoes when daddy walk in the room.	1
&#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say "I love you" &#128527;	1
can't stand a playin ass nigga&#9995;&#8221;bitch*	1
Making weed brownies tonight&#8221; goin slide me a batch relo	1
TooEffinCool The hoes love... #oomf &#128527; lol&#8221;	1
Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;	1
Shavonne was doing ballet in the middle of the street last night and fell &#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;&#128557;&#128557;&#128557; bitch it wasn't ballet	1
I want pussy for dinner&#8221;	1
When her nudes trash you gotta draw clothes back on her and send em back http://t.co/jX7Mc32BkV&#8221;&#128128;&#128128;&#128128;&#128128;&#128128;	1
hoes be like "omg i love my new comb &#10084;&#65039;" http://t.co/nuYjUx1SK3&#8221; thought this was Perro	1
@vintage_monroe_ knee ass&#8221;crow ass	1
@vintage_monroe_ slut hoe&#8221;thot whore	1
I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;	1
Kanye might be the first nigga to successfully save a hoe.&#8221;lol this a original . Tweet	1
Truth_305 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle	1
Quote this with a weezy verse" I'm a diamond in the rough like a baby in the trash	1
Quote this with a weezy verse&#8221; you're like a bitch with no ass you aint got shit	1
You just ugly AF stick to one  "@07Cannon: This new avi trash or nah"&#8221; http://t.co/761Mk9Zkci	1
You goofy  @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?	1
Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes	1
F**k it I'm never wearing my headband again either&#8221; but you don't hoop like a lil bitch tho...	1
That ain't my hoe.&#8221;	1
This single shit so boring &#128555;&#128530;&#8221;suck it bitch	1
Trenton Gossman is the sexiest hillbilly I have ever seen&#8221; &#128129;&#128514;&#128514;&#128514;	1
"COLT MCCOY WINS&#8252;&#65039;
#HookEm&#128002;&#8221; he's still trash"	0
Crying over a guy on Thanksgiving? Nah bitch pick your head up, you making the turkey soggy.&#8221; Thanks A'Shanni *pats turkey dry*	1
Good pussy be making a nigga have to regroup&#8221; pull out and get your thoughts together&#128514;&#128514;	1
I ate oomf pussy&#8221; @ her &#128064;&#128064;&#128064;&#128514;&#128514;	1
Ion care about none of these bitches&#8221;&#128175;&#128175;&#128175;	1
Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;	1
I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga	1
@Vivalaquintaa agreed, eating pussy is so much better&#8221;they both Nasty	1
fuck a #WCW dats my bitch , not my crush&#8221;	1
All I want is bitches, big boooty bitches&#8221;	1
"http://t.co/hE19TIfqFX&#8221;

How is this trash..."	0
I don't like a ghetto female&#8221;&#128567;&#128078;	1
If Jennifer Hudson can lose weight anybody can you fat ass hoes&#8221;&#128514;&#128514;&#128514;&#128514;	1
Stop giving a nigga pussy he stop actin like he care&#8221; no true totally ...	1
All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone.	1
An orangutan once tried to have sex with actress Julia Robes.&#8221;Sma monkey&#128514;	1
Ever met a bitch that fucked with your nigga but was to pussy to admit it ?&#8221; A bitch for a bitch.	1
urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley	0
I just made that interview my bitch. &#128526;&#8221;--finessed it huh? Lol	1
we don't love these hoes http://t.co/WeKdL09bq5&#8221; @Ilovebamf &#128076;	1
Fuck a "bad bitch" id rather have a good girl who's a freak just for me 10/10 times &#128525;&#128525;&#8221;	1
''single af'' we don't care you're ugly anyways&#8221; @ me pussy	1
I don't love these hoes&#8221; *we	1
When you try to smash but that pussy stank http://t.co/alfwPUmnls&#8221;	1
"#Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING"	0
Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away , gas can	0
Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades	0
I'm not a bitch like @Vikyfdez15 &#128129; lol&#8221; sorry not sorry, tried to give him a hint that I didn't want to speak to him so idc &#128524;	1
.@1227jarred Shut up, faggot.&#8221;&#128514;Set himself up	1
Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;	0
" I got a natural mean face" "i be havin mean mugs and ion even be knowin" bitch shut the fuck up&#8221;right	1
All I want for my bihday is a female with a large buttocks.&#8221; Big booty hoe	1
My sister shittin on you hos once again "@VSamone: wodeh bout dat action http://t.co/nzHXA8GuA5"&#8221;&#128536;&#128536;&#128536;	1
LMAOOO I find this shit so funny y'all hoes ain't content with working it out with one nigga http://t.co/dBtcv0fBN1&#8221;that's boring	1
"U look like a cotton picker tho 

 @KB_Three: About to put in field work &#127944;&#8221; damn dee got all the jokes"	1
100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order	1
100046729: This bitch lying to me &#128514;&#128530;&#8221;&#128064;&#128064;&#128064;&#8221;messy yess	1
Alyssa you ignoring me bitch but you better text me back cause I'm serious &#8221;fuck u smokey	1
I'm about too put sooooo much nut in my fucking mouth and gts frfr &#128514;&#128514;&#128514;&#128128;&#8221; bitch yu nasty	1
im so winning. &#128525;&#128525;&#128525; http://t.co/Jf6U54CMW3&#8221;&#128514;&#128514;&#128514; bitch	1
the boy told Lyssa make them $50 &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128128; yes bitch and I need em	1
these hoes be playing w/ me like I won't send baby Cain at they niggah &#8221;yesss messy.	1
Shoot that nigga and his shoy bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;	1
Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs&#8221; http://t.co/HuH4hBKYwY	1
Oomf a hoe hopper &#128514;&#128514;&#128514;&#8221; &#127806;&#128064;&#127806;	1
What things do you love? &#8212; Myself http://t.co/D23mKPgMxu&#8221;food weed pussy life &#128129;	1
Oomf a fake bitch ass nigga point blank period. Smh&#8221; AWWWW SHITTTTTTT	1
ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...	1
1BlackMigo: Kyrie fast than a bitch with the ball&#8221; look like you out there lol&#8221;lol I wish	1
"@Thompson_Era hahaha She to much of a thottie for you&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;"	1
@ZoeBoi03 happy bihday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;	1
Snap Chat Names please? &#128527;&#128171;&#128166;&#8221;only bitch you can Snapchatt is me	1
these hoes ain't loyal&#8221; no they ain't	1
WB_Pooh_3x: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Pay &#128553;	1
I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;	1
@NoFly_Zone8 @1017_Sqquad you a bitch&#8221;they need to lock yo ass up for sayin some stupid shit like that	1
No one likes i n d i r e c t ass bitches.&#8221; &#128079;	1
My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(	0
"Boyfriends that'll eat yo pussy all day long 

Ur da real mvp &#128557;&#128079;&#8221; http://t.co/6dImZ71MPV"	1
How you make a salad and have no vegetables on the bitch?? Give me a break. &#128514;&#128557;&#128514;&#128557;&#8221; potato salad	1
Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick	1
I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;	1
Wish tonight was purge so I can get to hunting&#8221; Shut yo hoe ass up	1
what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.	1
Shane_A1: Lol I 4got rose been dat nicca tho&#8221; #1 Never forget.&#8221;lol yee I was trippin	1
Looking at nip rings I can't wait until I can change mine &#128527;&#8221; &#128221;&#128064;&#128209; lmao	1
lil_aerii: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing	1
bitch gotta work all hard to clean that shit without ripping her skin&#8221; LMAOSJDUSUBEJS	1
My friends are some insensitive bitches &#128514;&#8221;	1
I'm tryna get some snow day dick &#128514;&#128514;&#128514;&#128514;&#8221;gon make a nicca have a wreck out there Tryn pull up on ya &#128514;&#128514;	1
Like why tf is this bitch following me ?&#8221;&#128064;	1
@VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man	1
@VoiceOfDStreetz that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) http://t.co/CTmwGWEKNL	1
@Satisfied_x &#128175; what u did Mr bitches&#8221; &#128514; stop calling me that but I balled	1
ion eat cat . &#128581;&#8221;bitch what you gay for then	1
1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like&#8221; ayeee&#8221; Throw that ass in a sphere &#128064;&#128514;	1
Niggas is hoes man I swear&#8221;	1
This hoe Mimi said "I hu my hand" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;	1
&#128530; dis hoe BRI will fuck up a wet dream&#8221; Pop up in the dream like http://t.co/aSiQg6EBPb	1
@VoiceOfDStreetz u a hoe broski u gotta look at dat shit&#8221;&#128064;&#128064;	1
Lil bitty bitch&#8221; &#128079;&#128079;&#128079;&#128079;&#128079;lingo	1
Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free	1
Victor &amp; shawn legs don't hu? They jigg every damn night &#128530;&#8221;&#128514;&#128514;&#128514;	1
Lol someone told me I had hoes so I sent them this&#128514;&#128514;&#128514; http://t.co/B5xBkamv4X&#8221;	1
bitch im weakkk vic &#128514;&#128514;&#128514;&#8221;&#128514;&#128514;	1
Fuck The Girls , Peep How He Change When A Nigga Squared Up Against Him &#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/FZx4ws7eeE&#8221; &#128514;&#128514;&#128514;&#128514; bitch ass	1
Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe	1
Men hop in they feelings much quicker than women.&#8221; Not me &#128520; I hop in ya bitch	1
Bitch I'm on, bitch I'm on my griiind&#8221; thug luuuuuuv	1
My phone charging backwards &#128533;&#8221; retarded	1
I want some pussy #wishfulthinking&#8221;	1
@TheKaosYatti fb hoe lol&#8221;damn next time be nicer . Lmfao	1
Idk which one was selling pussy for $65 but that&#8217;s way too high for them http://t.co/jSDmSuCDm0&#8221;hm	1
"@Thompson_Era ahhh you know who? So sma Donny &#128516; but YES  &#128514;&#8221;

Yass I'm glad you speak your mind to these 2faces hoes"	1
Gave that bitch a bib since she wanna act messy&#8221;	1
im more excited about Boosie getting out than Valentines day&#8221;he get Vday pussy allstar weeekend pussy and mardi gras	1
I don't like Popeye's spicy chicken &#128545;&#8221; them bitches be on 10 boa you trippen	1
100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;&#8221;one day &#128553;&#128514;&#128514;	1
It's so wonderful when you meet a dude that's not a bitch ass nigga these days &#128514;&#8221; &#128588;&#128553;	1
@_Nicole214_ @TonyJetsFoo yeah he lowkey loves me he knows he's ma nigga &#128076;&#8221;we don't love these hoes	1
I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;	1
Jordyn stays making fun of how I eat like a little bitch"	1
He did go in i was actually surprised he when that hard  @Vice504fly: N the crib listen 2 my nig G-Eazy&#8221;don't diss my homie	1
You aint special niglet  @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin	1
gotta buy those anti-slip shoes so these hoes won't catch me slipping&#8221;	1
83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?	0
@100046729 grow up bitch &#128514;&#128514;&#128514;&#128514;&#8221; &#128514;&#128514;&#128514;&#128128; they was cute &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;	1
Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao	1
if he has a girlfriend don't be a hoe and text him yanno who u r &#128519;&#8221;	1
Don't really have anyone to talk to when things sta going wrong...&#8221; Aight hoe ass nigga	1
@whattheflocka @MorbidMermaid sydneys my favorite&#8221; she's a nigger but I love her	1
Pouyalilpou: depressed but I got hoes&#8221; same&#8221;	1
7. You still fucn ya ex?&#8221;na that bitch corny	1
About to go take over the A this summer. Binging alll the fly bitches to bless atl #turnup&#8221; Thank you &#128513;&#128513;&#128175;	1
I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..&#8221; http://t.co/Kf6pxGKJXr	1
chaserojo: .. where the fuck is your top lip http://t.co/iZBPn0Pms9&#8221; in my pussy&#8221; @lilshwenda	1
@WebbMadeThis mane the skinny bitches was playin lol I had too take my weight class too another level&#8221; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;	1
&#128514;&#128169; @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos	1
"cigarettes are so gross" -half the bitches that smoke cigarettes &#128530;&#8221; @gfys__	1
I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;	0
I like down bitches&#8221;	1
